keyword,ecmax
cannabis edibles,172618.56
biosphere reserve,172618.56
multivariate statistics,172618.56
sspacegx,172618.56
social space and nature conservation in the gerêz-xurés transboundary biosphere reserve (portugal/spain),172618.56
topra-b,172618.56
snp markers,172618.56
association between genotypes and phenotypic responses of honeybee subspecies under stresses posed by xenobiotics: applications in pesticide risk assessments,172618.56
bee health,172618.56
pesticide risk assessment,172618.56
multiple stressors,172618.56
honeybee genetic diversity,172618.56
evasion of antitumor immunity and immunotherapy by melanoma extracellular vesicles,172618.56
evasion,172618.56
interferon gamma receptor,172618.56
decoy effect,172618.56
food pathogen detection,172618.56
nanoparticles based detection,172618.56
noroviruses,172618.56
catalytic hairpin assembly,172618.56
paper based diagnostic kit,172618.56
catalytic hairpin assembly-based point of need detection device for noroviruses,172618.56
champion,172618.56
food-borne virus diagnostic,172618.56
motor planning and learning in fly,172618.56
simplifly,172618.56
slavesreligion,172618.56
slaves of religion: paternalism and resistance,172618.56
brazil.,172618.56
benedictine congregation,172618.56
paternalism,172618.56
islamic alchemy,172618.56
alchemy and medicine. evidences of domestic practices in the capital of the andalusi caliphate,172618.56
andalusi glass,172618.56
galene,172618.56
ancient glass,172618.56
islamic culture,172618.56
islamic medicine,172618.56
paleosalinity,172618.56
how salty was the mediterranean outflow water?,172618.56
howmow,172618.56
empt,172618.56
foraminifers,172618.56
electrochemical testing,172618.56
hysobatt,172618.56
hybrid solid electrolyte for safer rechargeable sodium batteries with higher energy density,172618.56
rechargeable sodium batteries,172618.56
materials characterization,172618.56
womenact-repinhost,172618.56
transnational repression,172618.56
latin american women activists’ practices of resistance to transnational repression in host societies,172618.56
nonhuman world and gender: comparing the amazon and siberia,172618.56
ecofem.indi,172618.56
environmenral anthropology,172618.56
coloniality and speculation in global health: addressing the lived-experience of racialization among honduran low-income urban residents through their encounters with public health services.,172618.56
racializing health,172618.56
ephemeral media,172618.56
eph-fem-pi,172618.56
exploring ephemeral feminisms on portuguese instagram,172618.56
instagram,172618.56
online feminism,172618.56
multi-methods,172618.56
biomimetic nanoparticles,172618.56
3d spheroid culture,172618.56
magnostics,172618.56
homotypic targeting,172618.56
biomimetic magnetic nanoparticles with homotypic targeting for combinatorial theranostics of triple-negative breast cancers,172618.56
combined therapies,172618.56
multifrequency and machine learning methods to search for early super massive black holes,172618.56
astroinformatics,172618.56
active galactic nuclei (agn),172618.56
ml-smbh,172618.56
machine learning (ml),172618.56
multifrequency data,172618.56
carbohydrate oxidases,172618.56
aminoglycoside antibiotics,172618.56
new carbohydrate oxidising enzymes prepared by directed evolution and their application in synthesis of aminoglycoside derivatives with antibiotic potential and rare sugars.,172618.56
coxenzymes - ags,172618.56
regioselective synthesis,172618.56
rare sugars,172618.56
holy see,172618.56
the royal patronages in a global perspective. governance,172618.56
iberian patronages,172618.56
jurisdictional conflicts,172618.56
iberian empires,172618.56
diplomatic relations,172618.56
spiritual jurisdiction and resistances in the iberian empires,172618.56
1622-1738,172618.56
combinatorial treatment,172618.56
gene-based immunotherapy,172618.56
theranostic magnetic nano-based codelivery system for boosting cancer immunotherapy,172618.56
tissue-engineered models,172618.56
metastatic melanoma,172618.56
multitheranostic,172618.56
machine learning for structural health monitoring of cultural heritage,172618.56
mlcult,172618.56
heritage maintenance,172618.56
monitoring and diagnosis,172618.56
multicompartment combinatory pre-clinical model for melanoma drug screening,172618.56
skinmodeloma,172618.56
tissue culture,172618.56
nanomedicines,172618.56
screening platforms,172618.56
3d spheroids,172618.56
neuron to egg laying,172618.56
neuronal control of fine movement components of egg laying in fruit fly,172618.56
egg laying,172618.56
deciphering the neonatal shift in neurovascular coupling: a multimodal approach,172618.56
sex-related differences,172618.56
2bold,172618.56
astrocytes-vascular interactions,172618.56
molecular screening,172618.56
sarcoma,172618.56
dsrct-car,172618.56
desmoplastic small round cell tumor on the spotlight: introducing car-t cell therapy.,172618.56
unravelling the mechanisms for recruitment and activation of septal peptidoglycan hydrolases in staphylococcus aureus,172618.56
septum splitting,172618.56
spatiotemporal regulation,172618.56
lipo- and wall-teichoic acids,172618.56
peptidoglycan hydrolases,172618.56
septal_pg_hydrolases,172618.56
septum maturation,172618.56
optimizing energy efficiency with pcm integration in portuguese residences,172618.56
pcm integration,172618.56
3d-ee-struct,172618.56
magnetic tunnel junction arrays,172618.56
functionalised dense spintronics oscillator networks for neuromorphic computing,172618.56
spin--torque nano--oscillators,172618.56
spinets,172618.56
admixture timing,172618.56
estimation of archaeological site occupation time spans using genomic admixture and radiocarbon dating,172618.56
c14,172618.56
occupomics,172618.56
radiocarbon dating,172618.56
plasmodium exploitation of liver-specific methionine metabolism,172618.56
parasite replication,172618.56
essential amino acids,172618.56
host metabolism,172618.56
liver stage,172618.56
poemm,172618.56
immune regulation,172618.56
elucidating the cellular basis of therapeutic resistance in crohn's disease,172618.56
cd-resomics,172618.56
therapeutic resistance,172618.56
implementing legislation on invasive alien species: investigating socio-cultural attitudes in the management of invasive alien species in eu member countries,172618.56
conservation ecology,172618.56
bioinvasions,172618.56
ilias,172618.56
ecological restoration,172618.56
invasion denialism,172618.56
ae-fun,172018.56
bimetallic chemistry,172018.56
innovative alkaline earth systems for the activation and functionalization of dinitrogen and other challenging substrates,172018.56
young children of disadvantaged families: a comprehensive analysis of parental human capital investment and child health,171521.28
universal health care,171521.28
inequality in health,171521.28
youcdf,171521.28
burden of disease,171521.28
health care use,171521.28
maternal bargaining power,171521.28
vulnerable children,171521.28
performance uncertainty and the level of female participation on tournaments,171521.28
gapincompetition,171521.28
behavioral economics,171521.28
tournaments,171521.28
bpec-dw,171399.36
development of novel technology based on a hybrid of bio-photo-electrochemical detritiation light-water for tritium separation and simultaneously h2 generation,171399.36
tunable topological chirality in ferroelectric nanomaterials,171399.36
ferrochiral,171399.36
high-pressure research,171399.36
crystal structure,171399.36
fluorides,171399.36
noble-gas compounds,171399.36
noble-gas compounds meet x-ray charge density and high-pressure research,171399.36
charge density analysis,171399.36
fluorine,171399.36
ngchem,171399.36
development of new high-entropy oxide catalysts by the anodic oxidation of high-entropy alloys,171399.36
heo4cat,171399.36
rare-earth recycling,171399.36
gyromags,171399.36
permanent magnet recycling,171399.36
green recycling route for sm-co permanent magnet swarf,171399.36
electro-deoxidation,171399.36
anti-democratic/anti-gender nexus in bosnia and herzegovina,171399.36
framing of gender and sexuality,171399.36
women's and lgbtiq* rights,171399.36
antigenderinbih,171399.36
bosnia and herzegovina,171399.36
de-democratization,171399.36
gender and sexuality policies,171399.36
far-from-equilibrium attractors at ultra-relativistic energies,171399.36
far-from-equilibrium dynamics,171399.36
feature,171399.36
curvature aspects of rigidity and flexibility of complex manifolds,171399.36
schwarz lemma,171399.36
kobayashi hyperbolic manifolds,171399.36
curv-flex-rig,171399.36
canonical bundle,171399.36
gromov's homotopy principle,171399.36
oka manifolds,171399.36
wu--yau theorem,171399.36
hermitian manifolds,171399.36
welfare surveillance: digital seams in the social safety net,171399.36
surveilwel,171399.36
protein-lipid interaction,171399.36
genetic engineering as an approach to enhance the lipid-binding properties of the flowering locus t,171399.36
the member of the phosphatidylethanolamine-binding protein family,171399.36
ambient temperature,171399.36
stickyft,171399.36
liposome system,171399.36
urban resources,171399.36
spatial sustainability,171399.36
airport and seaport territory,171399.36
a new approach to sustainable development of airport and seaport territory through citizen science: hubcities,171399.36
hubcities,171399.36
astrocyte dopamine d1 receptor signaling in depression,171399.36
d1-glia,171399.36
conceptualization and operationalization of minorities in the practice of un treaty bodies,171399.36
un human rights treaty bodies,171399.36
mincoop,171399.36
operationalization,171399.36
conceptualization,171399.36
propitious,171399.36
liquid liquid phase separation mediated protein fibrillation leading to neurodegenerative diseases,171399.36
